วันที่,สาขา,รายละเอียด,ประเภท,รายรับ,รายจ่าย,ยอดรวม
07/04/2026,B1,แอปเปิ้ล 3 ลัง,COGS,,1050,260796.94
07/04/2026,B1,เนื้อมะพร้าว 10 - 1200 บาท น้ำมะพร้าว 10,COGS,,1700,259096.94
07/04/2026,B1,ค่าแตงโมวันที่ 4- 40 ลูก 3200 บาท วันที่ 7-40 ลูก,COGS,,6400,252696.94
08/04/2026,B1,ยอดขายเงินสด,Sales-Cash,6180,,258876.94
08/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2880,,261756.94
09/04/2026,B1,ยอดขายเงินสด,Sales-Cash,5090,,266846.94
09/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3130,,269976.94
10/04/2026,B1,ยอดขายเงินสด,Sales-Cash,9150,,279126.94
10/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4890,,284016.94
10/04/2026,B1,ค่านม,COGS,,180,283836.94
11/04/2026,B1,ยอดขายเงินสด,Sales-Cash,10880,,294716.94
11/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5620,,300336.94
11/04/2026,B1,ค่ารถ lalamove,COGS,,2000,298336.94
11/04/2026,B1,แอปเปิ้ล 3 ลัง,COGS,,1050,297286.94
11/04/2026,B1,น้ำ 500 เนื้อ 1200,COGS,,1700,295586.94
11/04/2026,B1,มะม่วง 1 ลัง 23 โล,COGS,,690,294896.94
12/04/2026,B1,ยอดขายเงินสด,Sales-Cash,9460,,304356.94
12/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4680,,309036.94
13/04/2026,B1,ยอดขายเงินสด,Sales-Cash,7180,,316216.94
13/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3630,,319846.94
13/04/2026,B1,Unknown,COGS,,300,319546.94
13/04/2026,B1,เนื้อมะพร้าว 1200 น้ำมะพร้าว 500,COGS,,1400,318146.94
13/04/2026,B1,Unknown,COGS,,750,317396.94
13/04/2026,B1,Unknown,COGS,,3200,314196.94
14/04/2026,B1,ยอดขายเงินสด,Sales-Cash,10980,,325176.94
14/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4200,,329376.94
16/04/2026,B1,ยอดขายเงินสด,Sales-Cash,7160,,336536.94
16/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2700,,339236.94
17/04/2026,B1,ยอดขายเงินสด,Sales-Cash,6560,,345796.94
17/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3990,,349786.94
18/04/2026,B1,ยอดขายเงินสด,Sales-Cash,5920,,355706.94
18/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5120,,360826.94
18/04/2026,B1,แอปเปิ้ล 3 ลัง,COGS,,1050,359776.94
18/04/2026,B1,16/04/26 มะม่วง 1 ลัง,COGS,,750,359026.94
18/04/2026,B1,16/4/2569,OPEX,,4000,355026.94
18/04/2026,B2,ยอดขายเงินสด,Sales-Cash,1160,,356186.94
18/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1190,,357376.94
19/04/2026,B1,ยอดขายเงินสด,Sales-Cash,3870,,361246.94
19/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2630,,363876.94
19/04/2026,B2,ยอดขายเงินสด,Sales-Cash,1120,,364996.94
19/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1190,,366186.94
20/04/2026,B1,ยอดขายเงินสด,Sales-Cash,4670,,370856.94
20/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5220,,376076.94
20/04/2026,B1,ส้ม 40 ตะกร้า ตะกร้าละ 22 โล โลละ 30 บาท,COGS,,28600,347476.94
20/04/2026,B1,ค่าส่งป้ายเมนูร้านใหม่,COGS,,335,347141.94
20/04/2026,B1,ขวดใหญ่ 98 อัน,COGS,,338,346803.94
20/04/2026,B1,ถุงขยะ 10 แพค,COGS,,520,346283.94
20/04/2026,B1,18/4/26 แตงโม 30 ลูก,COGS,,2400,343883.94
20/04/2026,B1,18/4/26 มะม่วง 25 โล 750,COGS,,750,343133.94
20/04/2026,B2,ยอดขายเงินสด,Sales-Cash,3970,,347103.94
20/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1680,,348783.94
21/04/2026,B1,ยอดขายเงินสด,Sales-Cash,5470,,354253.94
21/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3200,,357453.94
21/04/2026,B1,21/4/26 แตงโม60 ลูก,COGS,,4800,352653.94
21/04/2026,B1,Lalamove,COGS,,2000,350653.94
21/04/2026,B1,แอปเปิ้ล 4 ลัง,COGS,,1400,349253.94
21/04/2026,B2,ยอดขายเงินสด,Sales-Cash,4920,,354173.94
21/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1510,,355683.94
22/04/2026,B1,ยอดขายเงินสด,Sales-Cash,4000,,359683.94
22/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4595,,364278.94
22/04/2026,B2,ยอดขายเงินสด,Sales-Cash,2330,,366608.94
22/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1250,,367858.94
23/04/2026,B1,ยอดขายเงินสด,Sales-Cash,6360,,374218.94
23/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3240,,377458.94
23/04/2026,B1,มะม่วง 2 ลัง,COGS,,1560,375898.94
23/04/2026,B1,แอปเปิ้ล 4 ลัง,COGS,,1400,374498.94
23/04/2026,B1,16/4/26 เนื้อ 10 น้ำ 10 21/4/26 เนื้อ 10,COGS,,2900,371598.94
23/04/2026,B1,มะม่วง 1 ลัง,COGS,,780,370818.94
23/04/2026,B2,ยอดขายเงินสด,Sales-Cash,3780,,374598.94
23/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1430,,376028.94
24/04/2026,B1,ยอดขายเงินสด,Sales-Cash,4450,,380478.94
24/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4250,,384728.94
24/04/2026,B1,บาร์เลย 4 ถั่วแดง 3 ถุงละ 60,COGS,,420,384308.94
24/04/2026,B1,แตงโม 50 ลูก,COGS,,4000,380308.94
24/04/2026,B2,ยอดขายเงินสด,Sales-Cash,3730,,384038.94
24/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2830,,386868.94
25/04/2026,B1,ยอดขายเงินสด,Sales-Cash,4920,,391788.94
25/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5330,,397118.94
25/04/2026,B1,22/04/69,COGS,,14400,382718.94
25/04/2026,B2,ยอดขายเงินสด,Sales-Cash,4940,,387658.94
25/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2210,,389868.94
26/04/2026,B1,ยอดขายเงินสด,Sales-Cash,4330,,394198.94
26/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4240,,398438.94
26/04/2026,B1,แก้ว 1 ลัง,COGS,,1539,396899.94
26/04/2026,B1,แก้ว3ลัง,COGS,,7090,389809.94
26/04/2026,B1,มะม่วง 1 ลัง,COGS,,780,389029.94
26/04/2026,B1,แอปเปิ้ล 4,COGS,,1400,387629.94
26/04/2026,B2,ยอดขายเงินสด,Sales-Cash,3950,,391579.94
26/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1820,,393399.94
27/04/2026,B1,ยอดขายเงินสด,Sales-Cash,5570,,398969.94
27/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3350,,402319.94
27/04/2026,B1,26/4/26 50 ลูก,COGS,,4000,398319.94
27/04/2026,B2,ยอดขายเงินสด,Sales-Cash,3410,,401729.94
27/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2100,,403829.94
28/04/2026,B1,ยอดขายเงินสด,Sales-Cash,4980,,408809.94
28/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3040,,411849.94
28/04/2026,B1,หลอด 704(20ห่อ),COGS,,2110,409739.94
28/04/2026,B1,รอบ 27/04/69,COGS,,21600,388139.94
28/04/2026,B1,ค่าส่งมะพร้าว,COGS,,100,388039.94
28/04/2026,B1,แอปเปิ้ล 4 ลัง,COGS,,1400,386639.94
28/04/2026,B1,มะม่วง 2 ลัง,COGS,,1560,385079.94
28/04/2026,B2,ยอดขายเงินสด,Sales-Cash,3140,,388219.94
28/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1520,,389739.94
29/04/2026,B1,ยอดขายเงินสด,Sales-Cash,4490,,394229.94
29/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2515,,396744.94
29/04/2026,B1,นมข้นหวาน1ลัง 836,COGS,,2160,394584.94
29/04/2026,B1,นมข้นหวาน2ลัง 1602,COGS,,3210,391374.94
29/04/2026,B1,แตงโม 60 ลูก,COGS,,4200,387174.94
29/04/2026,B1,เนื้อ 10 x 50 500,COGS,,2395,384779.94
29/04/2026,B2,ยอดขายเงินสด,Sales-Cash,4720,,389499.94
29/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2580,,392079.94
30/04/2026,B1,ยอดขายเงินสด,Sales-Cash,6250,,398329.94
30/04/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3980,,402309.94
30/04/2026,B1,สับปะรส 3 ตะกร้า,COGS,,1500,400809.94
30/04/2026,B1,Employee 1,OPEX,,19000,381809.94
30/04/2026,B1,Employee 2,OPEX,,12000,369809.94
30/04/2026,B1,Rent,OPEX,,35000,334809.94
30/04/2026,B1,Stock (Allocated 82.9%),COGS,,9948,324861.94
30/04/2026,B2,ยอดขายเงินสด,Sales-Cash,4800,,329661.94
30/04/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1980,,331641.94
30/04/2026,B2,Employee 3,OPEX,,12000,319641.94
30/04/2026,B2,Employee 4,OPEX,,6000,313641.94
30/04/2026,B2,Rent,OPEX,,30000,283641.94
30/04/2026,B2,Stock (Allocated 17.1%),COGS,,2052,281589.94
01/05/2026,B1,ยอดขายเงินสด,Sales-Cash,8040,,289629.94
01/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5730,,295359.94
01/05/2026,B1,ยอดขาย (ยังไม่แยกสด/โอน),Sales-Unsplit,180,,295539.94
01/05/2026,B1,ร่ม 1176 ร่ม 843 ฝรั่ง 300 นมข้นจืด 785 ที่ปั้ม 176,COGS,,7823,287716.94
01/05/2026,B2,ยอดขายเงินสด,Sales-Cash,6610,,294326.94
01/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,4100,,298426.94
02/05/2026,B1,ยอดขายเงินสด,Sales-Cash,9780,,308206.94
02/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,7290,,315496.94
02/05/2026,B1,มะม่วง 1 ลัง,COGS,,910,314586.94
02/05/2026,B1,แอปเปิ้ล 4 ลัง,COGS,,1500,313086.94
02/05/2026,B1,สับปะรด 30 ลูก,COGS,,1116,311970.94
02/05/2026,B1,ค่าหาหมอเอ,COGS,,706,311264.94
02/05/2026,B1,ค่าหมอเอ,COGS,,13,311251.94
02/05/2026,B2,ยอดขายเงินสด,Sales-Cash,7150,,318401.94
02/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2910,,321311.94
03/05/2026,B1,ยอดขายเงินสด,Sales-Cash,7520,,328831.94
03/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5010,,333841.94
03/05/2026,B2,ยอดขายเงินสด,Sales-Cash,6400,,340241.94
03/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,3390,,343631.94
04/05/2026,B1,ยอดขายเงินสด,Sales-Cash,6400,,350031.94
04/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3630,,353661.94
04/05/2026,B1,ถุงมือ4อัน,COGS,,499,353162.94
04/05/2026,B1,แอปเปิ้ล 4 ลัง,COGS,,1400,351762.94
04/05/2026,B1,มะม่วง 2 ลัง,COGS,,1680,350082.94
04/05/2026,B1,30-4-2569 เบอร์ 70฿ 60 ลูก,COGS,,7000,343082.94
04/05/2026,B2,ยอดขายเงินสด,Sales-Cash,5070,,348152.94
04/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1500,,349652.94
05/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4400,,354052.94
05/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3520,,357572.94
05/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3560,,361132.94
05/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1990,,363122.94
06/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4770,,367892.94
06/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4060,,371952.94
06/05/2026,B1,ทิชชู่3แพค 36ห่อ,OPEX,,451,371501.94
06/05/2026,B1,มะม่วง 2 ลัง,COGS,,1750,369751.94
06/05/2026,B1,สับปะรด 18 ลูก,COGS,,486,369265.94
06/05/2026,B1,แอปเปิ้ล 4 ลัง,COGS,,1400,367865.94
06/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3890,,371755.94
06/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,820,,372575.94
07/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3010,,375585.94
07/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2400,,377985.94
07/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2160,,380145.94
07/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,860,,381005.94
07/05/2026,B2,ค่าเช่าร้าน 2 เดือนพฤษภาคม,OPEX,,30000,351005.94
08/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4350,,355355.94
08/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2480,,357835.94
08/05/2026,B1,น้ำ 20 ขวด 900 ถอดเสื้อ 30 ลูก750 กล่องโฟม 3,COGS,,4555,353280.94
08/05/2026,B1,น้ำมะร้าว 1 ลัง,COGS,,1100,352180.94
08/05/2026,B1,6 พ.ค. น้ำ 30 ขวด 1500 บาท เนื้อ 11 โล 1320 บาท,COGS,,2820,349360.94
08/05/2026,B1,ค่าทำความสะอาดตึกชั้น 1,OPEX,,2700,346660.94
08/05/2026,B1,"4-5-2569 เบอร์ 70฿ 60 ลูก ยอด 4,200",COGS,,8200,338460.94
08/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2740,,341200.94
08/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1440,,342640.94
09/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4350,,346990.94
09/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5330,,352320.94
09/05/2026,B1,พรหมเช็ดเท้า 1 ผืน,OPEX,,372,351948.94
09/05/2026,B1,นมข้นจืด 1ลัง 636,COGS,,1122,350826.94
09/05/2026,B1,นมข้น 3 ลัง 2568,COGS,,4875,345951.94
09/05/2026,B1,"แก้ว3ลัง 5,301",COGS,,6132,339819.94
09/05/2026,B1,ถุงมือ 20 กล่อง 2246 ฝา1ลัง 969,COGS,,4496,335323.94
09/05/2026,B1,Lalamove,COGS,,2000,333323.94
09/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3601,,336924.94
09/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2160,,339084.94
10/05/2026,ALL,ส่วนแบ่งกำไร Ming (Apr26),DISTRIBUTION,,45060,294024.94
10/05/2026,B1,ยอดขายเงินสด,Sales-Cash,6410,,300434.94
10/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4280,,304714.94
10/05/2026,B1,ไฟ 2อัน 422,OPEX,,838,303876.94
10/05/2026,B2,ยอดขายเงินสด,Sales-Cash,4560,,308436.94
10/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1440,,309876.94
11/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3540,,313416.94
11/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2915,,316331.94
11/05/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,600,315731.94
11/05/2026,B1,มะม่วง 1 ลัง,COGS,,910,314821.94
11/05/2026,B1,แตงโม 4000 วันที่ 9-5-26,COGS,,4000,310821.94
11/05/2026,B2,ยอดขายเงินสด,Sales-Cash,5370,,316191.94
11/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2410,,318601.94
12/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3230,,321831.94
12/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1660,,323491.94
12/05/2026,B1,เนื้อมะพร้าว 1 ลัง,COGS,,3500,319991.94
12/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2550,,322541.94
12/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,970,,323511.94
12/05/2026,B2,ยอดขาย (ยังไม่แยกสด/โอน),Sales-Unsplit,-120,,323391.94
13/05/2026,B1,ยอดขายเงินสด,Sales-Cash,5350,,328741.94
13/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4030,,332771.94
13/05/2026,B1,ที่หนีบ 6ตัว 374 บาท,OPEX,,374,332397.94
13/05/2026,B1,09/05/26 สับปะรด 2 ตะกร้า,COGS,,1008,331389.94
13/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3540,,334929.94
13/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2190,,337119.94
14/05/2026,ALL,ส่วนแบ่งกำไร Blessme (Apr26),DISTRIBUTION,,50345,286774.94
14/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4330,,291104.94
14/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3560,,294664.94
14/05/2026,B1,"11-5-2569 50 ลูก ยอด 4,000",COGS,,8000,286664.94
14/05/2026,B1,ค่าเช่า+สต๊อกร้าน 1,OPEX,,47000,239664.94
14/05/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,600,239064.94
14/05/2026,B1,แอปเปิ้ล 3 ลัง,COGS,,1050,238014.94
14/05/2026,B1,มะม่วง 1 ลัง,COGS,,875,237139.94
14/05/2026,B2,ยอดขายเงินสด,Sales-Cash,4320,,241459.94
14/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1230,,242689.94
15/05/2026,B1,ยอดขายเงินสด,Sales-Cash,6590,,249279.94
15/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5110,,254389.94
15/05/2026,B1,15/05/69,COGS,,15730,238659.94
15/05/2026,B1,05/05/69 ส้ม 30x22กก 660กกx30,COGS,,21450,217209.94
15/05/2026,B2,ยอดขายเงินสด,Sales-Cash,5830,,223039.94
15/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1350,,224389.94
16/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4400,,228789.94
16/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5330,,234119.94
16/05/2026,B1,Police fees -2000 2 head,COGS,,4290,229829.94
16/05/2026,B1,มะพร้าว 20 โล,COGS,,2400,227429.94
16/05/2026,B1,14/05/26 18 ลูก 504 บาท 16/05/26 18 ลูก,COGS,,1008,226421.94
16/05/2026,B1,มะม่วง 1,COGS,,875,225546.94
16/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3030,,228576.94
16/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1560,,230136.94
17/05/2026,B1,ยอดขายเงินสด,Sales-Cash,2530,,232666.94
17/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4100,,236766.94
17/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2000,,238766.94
17/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1570,,240336.94
18/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3630,,243966.94
18/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3160,,247126.94
18/05/2026,B2,ยอดขายเงินสด,Sales-Cash,4350,,251476.94
18/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1760,,253236.94
19/05/2026,B1,ยอดขายเงินสด,Sales-Cash,2660,,255896.94
19/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,930,,256826.94
19/05/2026,B1,มะม่วง 1 ลัง (25 โล),COGS,,875,255951.94
19/05/2026,B1,ฝรั่ง 1 ลัง,COGS,,600,255351.94
19/05/2026,B1,แอปเปิ้ล 4 ลังครับ,COGS,,1400,253951.94
19/05/2026,B1,36*18 648,COGS,,648,253303.94
19/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2380,,255683.94
19/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,450,,256133.94
20/05/2026,B1,ยอดขายเงินสด,Sales-Cash,1700,,257833.94
20/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1055,,258888.94
20/05/2026,B2,ยอดขายเงินสด,Sales-Cash,1870,,260758.94
20/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,610,,261368.94
21/05/2026,B1,ยอดขายเงินสด,Sales-Cash,1410,,262778.94
21/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,5890,,268668.94
21/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2300,,270968.94
21/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1850,,272818.94
22/05/2026,B1,ยอดขายเงินสด,Sales-Cash,5160,,277978.94
22/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2330,,280308.94
22/05/2026,B1,แอปเปิ้ล 2 ลัง,COGS,,700,279608.94
22/05/2026,B1,สับปะรด 18 ลูก,COGS,,522,279086.94
22/05/2026,B1,มะม่วง 1 ลัง,COGS,,1000,278086.94
22/05/2026,B1,"16-5-2569ยอด 4,000฿",COGS,,12000,266086.94
22/05/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,600,265486.94
22/05/2026,B1,ค่าขนส่ง,COGS,,2000,263486.94
22/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3940,,267426.94
22/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1720,,269146.94
23/05/2026,B1,ยอดขายเงินสด,Sales-Cash,5350,,274496.94
23/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4030,,278526.94
23/05/2026,B1,แก้ว 3 ลัง,COGS,,4680,273846.94
23/05/2026,B1,ฝา1 788,COGS,,2902,270944.94
23/05/2026,B1,หลอด20 แพค (767),COGS,,1502,269442.94
23/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3260,,272702.94
23/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2480,,275182.94
24/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4720,,279902.94
24/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3830,,283732.94
24/05/2026,B2,ยอดขายเงินสด,Sales-Cash,4390,,288122.94
24/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1530,,289652.94
25/05/2026,B1,ยอดขายเงินสด,Sales-Cash,5680,,295332.94
25/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2370,,297702.94
25/05/2026,B1,สับปะรด 18 ลูก,COGS,,594,297108.94
25/05/2026,B1,แอปเปิ้ล 3 ลังครับ,COGS,,1050,296058.94
25/05/2026,B1,ค่าส่งส้ม Lalamove หักผ่านบัตร,COGS,,1245,294813.94
25/05/2026,B1,24/05/69,COGS,,15015,279798.94
25/05/2026,B1,เงินเดือนซี เดือนพ.ค.,OPEX,,7800,271998.94
25/05/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,600,271398.94
25/05/2026,B1,มะม่วง 1 ลัง,COGS,,1000,270398.94
25/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3830,,274228.94
25/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1940,,276168.94
26/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3710,,279878.94
26/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2850,,282728.94
26/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2670,,285398.94
26/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1470,,286868.94
27/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3200,,290068.94
27/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3040,,293108.94
27/05/2026,B1,เงินเดือนเมน 5/26,OPEX,,19000,274108.94
27/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2840,,276948.94
27/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1000,,277948.94
28/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3940,,281888.94
28/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2450,,284338.94
28/05/2026,B1,เครื่องสกัดเย็น 1,CAPEX,,1065,283273.94
28/05/2026,B1,มะพร้าวถอดเสื้อ 23 ลูก *35 ราคา 805 ค่าส่ง 150,COGS,,955,282318.94
28/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2160,,284478.94
28/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,780,,285258.94
29/05/2026,B1,ยอดขายเงินสด,Sales-Cash,4280,,289538.94
29/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4700,,294238.94
29/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3830,,298068.94
29/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,3310,,301378.94
30/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3910,,305288.94
30/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,3900,,309188.94
30/05/2026,B1,สับปะรด 18 ลูก,COGS,,576,308612.94
30/05/2026,B1,มะม่วง 1 ตะกร้า,COGS,,960,307652.94
30/05/2026,B1,Unknown,OPEX,,1050,306602.94
30/05/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,600,306002.94
30/05/2026,B2,ยอดขายเงินสด,Sales-Cash,3650,,309652.94
30/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2090,,311742.94
31/05/2026,B1,ยอดขายเงินสด,Sales-Cash,3470,,315212.94
31/05/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2810,,318022.94
31/05/2026,B1,Stock Adjustment (Allocated to B2),COGS,,-4830,322852.94
31/05/2026,B2,ยอดขายเงินสด,Sales-Cash,2810,,325662.94
31/05/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2110,,327772.94
31/05/2026,B2,Employee 3,OPEX,,12000,315772.94
31/05/2026,B2,Employee 4,OPEX,,6000,309772.94
31/05/2026,B2,Stock (Allocated 40.25%),COGS,,4830,304942.94
01/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2020,,306962.94
01/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,4500,,311462.94
01/06/2026,B2,ยอดขายเงินสด,Sales-Cash,4220,,315682.94
01/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1640,,317322.94
01/06/2026,B2,ค่าที่ร้านน้ำส้ม b2 06/26,OPEX,,30000,287322.94
02/06/2026,B1,ยอดขายเงินสด,Sales-Cash,4410,,291732.94
02/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2940,,294672.94
02/06/2026,B1,สับปะรด ราคา 31*18 ลูก 558,COGS,,558,294114.94
02/06/2026,B1,ฝรั่ง 1 ตะกร้า,COGS,,600,293514.94
02/06/2026,B1,"แตงโม 160 ลูก (25-5-2569: 80 ลูก, 30-5-2569: 80 ลูก)",COGS,,8000,285514.94
02/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2610,,288124.94
02/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,1510,,289634.94
03/06/2026,B1,ยอดขายเงินสด,Sales-Cash,2550,,292184.94
03/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,2470,,294654.94
03/06/2026,B2,ยอดขายเงินสด,Sales-Cash,2860,,297514.94
03/06/2026,B2,ยอดขายเงินโอน,Sales-Transfer,2350,,299864.94
04/06/2026,B1,ยอดขายเงินสด,Sales-Cash,3020,,302884.94
04/06/2026,B1,ยอดขายเงินโอน,Sales-Transfer,1660,,304544.94
04/06/2026,B1,Watermelon 750+pineapple - 750,COGS,,5750,298794.94
